time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,entry_age,characteristic_group,characteristic,tariff_group,entry_rate
201415,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,By Age 25,Free School Meals,All Other Pupils,Total,20
201415,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,By Age 25,Free School Meals,All Other Pupils,Total,100
201415,Academic year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,By Age 25,Free School Meals,All Other Pupils,Total,70
201415,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,By Age 25,Free School Meals,All Other Pupils,Total,10
201415,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,By Age 25,Free School Meals,All Other Pupils,Total,90
201415,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,By Age 25,Free School Meals,All Other Pupils,Total,80
201415,Academic year,Local authority,E92000001,England,E12000007,London,206,E09000019,Islington,By Age 25,Free School Meals,All Other Pupils,Total,50
201415,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,By Age 25,Free School Meals,All Other Pupils,Total,50
201415,Academic year,Local authority,E92000001,England,E12000007,London,211,E09000030,Tower Hamlets,By Age 25,Free School Meals,All Other Pupils,Total,90
201415,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,By Age 25,Free School Meals,All Other Pupils,Total,80
201415,Academic year,Local authority,E92000001,England,E12000007,London,315,E09000024,Merton,By Age 25,Free School Meals,All Other Pupils,Total,60
201415,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,By Age 25,Free School Meals,All Other Pupils,Total,30
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,By Age 25,Free School Meals,All Other Pupils,Total,40
201415,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,By Age 25,Free School Meals,All Other Pupils,Total,30
201415,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,By Age 25,Free School Meals,All Other Pupils,Total,10
201415,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,By Age 25,Free School Meals,All Other Pupils,Total,50
201415,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,By Age 25,Free School Meals,All Other Pupils,Total,100
201415,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,By Age 25,Free School Meals,All Other Pupils,Total,90
201415,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,By Age 25,Free School Meals,All Other Pupils,Total,30
201415,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,By Age 25,Free School Meals,All Other Pupils,Total,60
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,By Age 25,Free School Meals,All Other Pupils,Total,30
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,By Age 25,Free School Meals,All Other Pupils,Total,60
201415,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,By Age 25,Free School Meals,All Other Pupils,Total,70
201415,Academic year,Regional,E92000001,England,E12000001,North East,,,,By Age 25,Free School Meals,All Other Pupils,Total,40
201415,Academic year,Regional,E92000001,England,E12000008,South East,,,,By Age 25,Free School Meals,All Other Pupils,Total,60
201415,Academic year,Regional,E92000001,England,E12000006,East of England,,,,By Age 25,Free School Meals,All Other Pupils,Total,20
201415,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,By Age 25,Free School Meals,All Other Pupils,Total,90
201415,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,By Age 25,Free School Meals,All Other Pupils,Total,10
201415,Academic year,Regional,E92000001,England,E12000009,South West,,,,By Age 25,Free School Meals,All Other Pupils,Total,70
201415,Academic year,Regional,E92000001,England,E12000002,North West,,,,By Age 25,Free School Meals,All Other Pupils,Total,50
201415,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,By Age 25,Free School Meals,All Other Pupils,Total,80
201415,Academic year,Regional,E92000001,England,E12000007,London,,,,By Age 25,Free School Meals,All Other Pupils,Total,30
201415,Academic year,National,E92000001,England,,,,,,By Age 25,Free School Meals,All Other Pupils,Total,50
201415,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,By Age 25,Free School Meals,All Other Pupils,High tariff,50
201415,Academic year,Local authority,E92000001,England,E12000007,London,319,E09000029,Sutton,By Age 25,Free School Meals,All Other Pupils,High tariff,80
201415,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,By Age 25,Free School Meals,All Other Pupils,High tariff,20
201415,Academic year,Local authority,E92000001,England,E12000007,London,203,E09000011,Greenwich,By Age 25,Free School Meals,All Other Pupils,High tariff,40
201415,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,By Age 25,Free School Meals,All Other Pupils,High tariff,50
201415,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,By Age 25,Free School Meals,All Other Pupils,High tariff,80
201415,Academic year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,By Age 25,Free School Meals,All Other Pupils,High tariff,30
201415,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,By Age 25,Free School Meals,All Other Pupils,High tariff,60
201415,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,By Age 25,Free School Meals,All Other Pupils,High tariff,80
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,By Age 25,Free School Meals,All Other Pupils,High tariff,20
201415,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,By Age 25,Free School Meals,All Other Pupils,High tariff,70
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,By Age 25,Free School Meals,All Other Pupils,High tariff,70
201415,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,By Age 25,Free School Meals,All Other Pupils,High tariff,60
201415,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,By Age 25,Free School Meals,All Other Pupils,High tariff,100
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,By Age 25,Free School Meals,All Other Pupils,High tariff,80
201415,Academic year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,By Age 25,Free School Meals,All Other Pupils,High tariff,80
201415,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,By Age 25,Free School Meals,All Other Pupils,High tariff,60
201415,Academic year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,By Age 25,Free School Meals,All Other Pupils,High tariff,70
201415,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,By Age 25,Free School Meals,All Other Pupils,High tariff,20
201415,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,By Age 25,Free School Meals,All Other Pupils,High tariff,60
201415,Academic year,Local authority,E92000001,England,E12000007,London,303,E09000004,Bexley,By Age 25,Free School Meals,All Other Pupils,High tariff,10
201415,Academic year,Local authority,E92000001,England,E12000007,London,207,E09000020,Kensington and Chelsea,By Age 25,Free School Meals,All Other Pupils,High tariff,50
201415,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,Bristol,By Age 25,Free School Meals,All Other Pupils,High tariff,10
201415,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,By Age 25,Free School Meals,All Other Pupils,High tariff,10
201415,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,By Age 25,Free School Meals,All Other Pupils,High tariff,80
201415,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,By Age 25,Free School Meals,All Other Pupils,High tariff,100
201415,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,By Age 25,Free School Meals,All Other Pupils,High tariff,80
201415,Academic year,Local authority,E92000001,England,E12000007,London,314,E09000021,Kingston upon Thames,By Age 25,Free School Meals,All Other Pupils,High tariff,50
201415,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,Kingston Upon Hull,By Age 25,Free School Meals,All Other Pupils,High tariff,50
201415,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,By Age 25,Free School Meals,All Other Pupils,High tariff,60
201415,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,By Age 25,Free School Meals,All Other Pupils,High tariff,60
201415,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,By Age 25,Free School Meals,All Other Pupils,High tariff,30
201415,Academic year,Local authority,E92000001,England,E12000007,London,313,E09000018,Hounslow,By Age 25,Free School Meals,All Other Pupils,High tariff,40
