time_period,time_identifier,geographic_level,country_code,country_name,entry_age,characteristic_group,characteristic,tariff_group,entry_rate
201213,Academic year,National,E92000001,England,By Age 25,Children in Need,All Other Pupils,Total,10
201213,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,Total,10
201213,Academic year,National,E92000001,England,By Age 25,Children in Need,All Other Pupils,High tariff,10
201213,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,High tariff,10
201213,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,Total,20
201213,Academic year,National,E92000001,England,By Age 25,Children in Need,Children in Need,Total,20
201213,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,High tariff,20
201213,Academic year,National,E92000001,England,By Age 25,Children in Need,Children in Need,High tariff,20
201314,Academic year,National,E92000001,England,By Age 25,Children in Need,All Other Pupils,Total,10
201314,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,Total,10
201314,Academic year,National,E92000001,England,By Age 25,Children in Need,All Other Pupils,High tariff,10
201314,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,High tariff,10
201314,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,Total,20
201314,Academic year,National,E92000001,England,By Age 25,Children in Need,Children in Need,Total,20
201314,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,High tariff,20
201314,Academic year,National,E92000001,England,By Age 25,Children in Need,Children in Need,High tariff,20
201415,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,Total,10
201415,Academic year,National,E92000001,England,By Age 25,Children in Need,All Other Pupils,Total,10
201415,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,High tariff,10
201415,Academic year,National,E92000001,England,By Age 25,Children in Need,All Other Pupils,High tariff,10
201415,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,Total,20
201415,Academic year,National,E92000001,England,By Age 25,Children in Need,Children in Need,Total,20
201415,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,High tariff,20
201415,Academic year,National,E92000001,England,By Age 25,Children in Need,Children in Need,High tariff,20
201516,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,Total,10
201516,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,High tariff,10
201516,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,Total,20
201516,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,High tariff,20
201617,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,Total,10
201617,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,High tariff,10
201617,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,Total,20
201617,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,High tariff,20
201718,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,Total,10
201718,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,High tariff,10
201718,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,Total,20
201718,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,High tariff,20
201819,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,Total,10
201819,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,High tariff,10
201819,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,Total,20
201819,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,High tariff,20
201920,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,Total,10
201920,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,High tariff,10
201920,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,Total,20
201920,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,High tariff,20
202021,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,Total,10
202021,Academic year,National,E92000001,England,By Age 19,Children in Need,All Other Pupils,High tariff,10
202021,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,Total,20
202021,Academic year,National,E92000001,England,By Age 19,Children in Need,Children in Need,High tariff,20
200910,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,Total,10
200910,Academic year,National,E92000001,England,By Age 25,Disadvantage,All Other Pupils,Total,10
200910,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,High tariff,10
200910,Academic year,National,E92000001,England,By Age 25,Disadvantage,All Other Pupils,High tariff,10
200910,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,Total,20
200910,Academic year,National,E92000001,England,By Age 25,Disadvantage,Disadvantaged,Total,20
200910,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,High tariff,20
200910,Academic year,National,E92000001,England,By Age 25,Disadvantage,Disadvantaged,High tariff,20
201011,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,Total,10
201011,Academic year,National,E92000001,England,By Age 25,Disadvantage,All Other Pupils,Total,10
201011,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,High tariff,10
201011,Academic year,National,E92000001,England,By Age 25,Disadvantage,All Other Pupils,High tariff,10
201011,Academic year,National,E92000001,England,By Age 25,Disadvantage,Disadvantaged,Total,20
201011,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,Total,20
201011,Academic year,National,E92000001,England,By Age 25,Disadvantage,Disadvantaged,High tariff,20
201011,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,High tariff,20
201112,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,Total,10
201112,Academic year,National,E92000001,England,By Age 25,Disadvantage,All Other Pupils,Total,10
201112,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,High tariff,10
201112,Academic year,National,E92000001,England,By Age 25,Disadvantage,All Other Pupils,High tariff,10
201112,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,Total,20
201112,Academic year,National,E92000001,England,By Age 25,Disadvantage,Disadvantaged,Total,20
201112,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,High tariff,20
201112,Academic year,National,E92000001,England,By Age 25,Disadvantage,Disadvantaged,High tariff,20
201213,Academic year,National,E92000001,England,By Age 25,Disadvantage,All Other Pupils,Total,10
201213,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,Total,10
201213,Academic year,National,E92000001,England,By Age 25,Disadvantage,All Other Pupils,High tariff,10
201213,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,High tariff,10
201213,Academic year,National,E92000001,England,By Age 25,Disadvantage,Disadvantaged,Total,20
201213,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,Total,20
201213,Academic year,National,E92000001,England,By Age 25,Disadvantage,Disadvantaged,High tariff,20
201213,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,High tariff,20
201314,Academic year,National,E92000001,England,By Age 25,Disadvantage,All Other Pupils,Total,10
201314,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,Total,10
201314,Academic year,National,E92000001,England,By Age 25,Disadvantage,All Other Pupils,High tariff,10
201314,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,High tariff,10
201314,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,Total,20
201314,Academic year,National,E92000001,England,By Age 25,Disadvantage,Disadvantaged,Total,20
201314,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,High tariff,20
201314,Academic year,National,E92000001,England,By Age 25,Disadvantage,Disadvantaged,High tariff,20
201415,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,Total,10
201415,Academic year,National,E92000001,England,By Age 25,Disadvantage,All Other Pupils,Total,10
201415,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,High tariff,10
201415,Academic year,National,E92000001,England,By Age 25,Disadvantage,All Other Pupils,High tariff,10
201415,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,Total,20
201415,Academic year,National,E92000001,England,By Age 25,Disadvantage,Disadvantaged,Total,20
201415,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,High tariff,20
201415,Academic year,National,E92000001,England,By Age 25,Disadvantage,Disadvantaged,High tariff,20
201516,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,Total,10
201516,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,High tariff,10
201516,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,Total,20
201516,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,High tariff,20
201617,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,Total,10
201617,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,High tariff,10
201617,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,Total,20
201617,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,High tariff,20
201718,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,Total,10
201718,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,High tariff,10
201718,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,Total,20
201718,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,High tariff,20
201819,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,Total,10
201819,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,High tariff,10
201819,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,Total,20
201819,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,High tariff,20
201920,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,Total,10
201920,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,High tariff,10
201920,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,Total,20
201920,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,High tariff,20
202021,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,Total,10
202021,Academic year,National,E92000001,England,By Age 19,Disadvantage,All Other Pupils,High tariff,10
202021,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,Total,20
202021,Academic year,National,E92000001,England,By Age 19,Disadvantage,Disadvantaged,High tariff,20
200506,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Asian / Asian British,Total,10
200506,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,Total,10
200506,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Asian / Asian British,High tariff,10
200506,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,High tariff,10
200506,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,Total,20
200506,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Black / African / Caribbean / Black British,Total,20
200506,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,High tariff,20
200506,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Black / African / Caribbean / Black British,High tariff,20
200506,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,Total,30
200506,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Mixed / Multiple ethnic groups,Total,30
200506,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,High tariff,30
200506,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Mixed / Multiple ethnic groups,High tariff,30
200506,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,Total,40
200506,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Other ethnic group,Total,40
200506,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,High tariff,40
200506,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Other ethnic group,High tariff,40
200506,Academic year,National,E92000001,England,By Age 25,Ethnic Group,White,Total,60
200506,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,Total,60
200506,Academic year,National,E92000001,England,By Age 25,Ethnic Group,White,High tariff,60
200506,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,High tariff,60
200607,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Asian / Asian British,Total,10
200607,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,Total,10
200607,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Asian / Asian British,High tariff,10
200607,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,High tariff,10
200607,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,Total,20
200607,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Black / African / Caribbean / Black British,Total,20
200607,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,High tariff,20
200607,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Black / African / Caribbean / Black British,High tariff,20
200607,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,Total,30
200607,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Mixed / Multiple ethnic groups,Total,30
200607,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,High tariff,30
200607,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Mixed / Multiple ethnic groups,High tariff,30
200607,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Other ethnic group,Total,40
200607,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,Total,40
200607,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Other ethnic group,High tariff,40
200607,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,High tariff,40
200607,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,Total,60
200607,Academic year,National,E92000001,England,By Age 25,Ethnic Group,White,Total,60
200607,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,High tariff,60
200607,Academic year,National,E92000001,England,By Age 25,Ethnic Group,White,High tariff,60
200708,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Asian / Asian British,Total,10
200708,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,Total,10
200708,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Asian / Asian British,High tariff,10
200708,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,High tariff,10
200708,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,Total,20
200708,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Black / African / Caribbean / Black British,Total,20
200708,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,High tariff,20
200708,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Black / African / Caribbean / Black British,High tariff,20
200708,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Mixed / Multiple ethnic groups,Total,30
200708,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,Total,30
200708,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Mixed / Multiple ethnic groups,High tariff,30
200708,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,High tariff,30
200708,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,Total,40
200708,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Other ethnic group,Total,40
200708,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,High tariff,40
200708,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Other ethnic group,High tariff,40
200708,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,Total,60
200708,Academic year,National,E92000001,England,By Age 25,Ethnic Group,White,Total,60
200708,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,High tariff,60
200708,Academic year,National,E92000001,England,By Age 25,Ethnic Group,White,High tariff,60
200809,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Asian / Asian British,Total,10
200809,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,Total,10
200809,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Asian / Asian British,High tariff,10
200809,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,High tariff,10
200809,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,Total,20
200809,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Black / African / Caribbean / Black British,Total,20
200809,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Black / African / Caribbean / Black British,High tariff,20
200809,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Black / African / Caribbean / Black British,High tariff,20
200809,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Mixed / Multiple ethnic groups,Total,30
200809,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,Total,30
200809,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Mixed / Multiple ethnic groups,High tariff,30
200809,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Mixed / Multiple ethnic groups,High tariff,30
200809,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,Total,40
200809,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Other ethnic group,Total,40
200809,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Other ethnic group,High tariff,40
200809,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Other ethnic group,High tariff,40
200809,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,Total,60
200809,Academic year,National,E92000001,England,By Age 25,Ethnic Group,White,Total,60
200809,Academic year,National,E92000001,England,By Age 19,Ethnic Group,White,High tariff,60
200809,Academic year,National,E92000001,England,By Age 25,Ethnic Group,White,High tariff,60
200910,Academic year,National,E92000001,England,By Age 19,Ethnic Group,Asian / Asian British,Total,10
200910,Academic year,National,E92000001,England,By Age 25,Ethnic Group,Asian / Asian British,Total,10
